city,temperature,timestamp
Tokyo,-8.0,2024-12-25T13:58:33.463316
Sydney,8.3,2025-07-20T13:58:33.463319
New York,-6.1,2025-01-03T13:58:33.463323
London,13.4,2024-12-26T13:58:33.463327
Tokyo,19.5,2024-12-01T13:58:33.463330
New York,14.4,2025-04-29T13:58:33.463334
Sydney,6.4,2025-01-15T13:58:33.463337
Sydney,21.5,2025-07-07T13:58:33.463341
New York,5.9,2024-11-24T13:58:33.463344
New York,34.8,2024-12-31T13:58:33.463348
London,17.0,2024-12-03T13:58:33.463351
London,12.3,2025-06-24T13:58:33.463354
London,27.3,2025-02-08T13:58:33.463358
Paris,34.1,2025-01-30T13:58:33.463361
London,32.8,2025-05-17T13:58:33.463365
Sydney,29.6,2025-02-02T13:58:33.463368
Sydney,8.5,2025-06-10T13:58:33.463371
Tokyo,21.4,2024-12-26T13:58:33.463375
Paris,0.7,2025-06-16T13:58:33.463378
New York,10.5,2025-02-04T13:58:33.463382
Sydney,24.9,2025-05-09T13:58:33.463386
Sydney,10.6,2024-10-28T13:58:33.463389
London,32.2,2025-02-16T13:58:33.463392
Sydney,6.6,2025-07-22T13:58:33.463396
Paris,2.3,2024-11-11T13:58:33.463399
Sydney,27.0,2024-11-26T13:58:33.463403
Tokyo,8.9,2025-04-02T13:58:33.463406
Tokyo,30.1,2025-03-21T13:58:33.463410
New York,-7.0,2024-12-14T13:58:33.463414
New York,30.7,2025-05-26T13:58:33.463418
Sydney,4.3,2024-11-03T13:58:33.463421
Tokyo,11.2,2025-04-02T13:58:33.463425
Sydney,13.7,2025-01-07T13:58:33.463429
New York,16.2,2025-04-12T13:58:33.463432
Sydney,9.0,2025-05-20T13:58:33.463435
Paris,-5.2,2024-11-18T13:58:33.463439
London,15.3,2025-07-23T13:58:33.463442
New York,-8.3,2025-05-25T13:58:33.463446
New York,28.3,2025-02-28T13:58:33.463449
New York,19.9,2025-07-13T13:58:33.463453
Sydney,15.1,2025-04-14T13:58:33.463456
Paris,31.1,2024-10-09T13:58:33.463460
New York,8.9,2024-10-10T13:58:33.463463
Tokyo,3.5,2025-03-30T13:58:33.463467
Tokyo,17.1,2025-03-24T13:58:33.463470
Tokyo,-2.7,2024-11-20T13:58:33.463473
London,16.8,2025-07-05T13:58:33.463477
New York,-4.0,2024-09-20T13:58:33.463481
Paris,30.9,2025-05-24T13:58:33.463484
New York,4.2,2025-02-05T13:58:33.463488
Tokyo,-3.9,2024-12-02T13:58:33.463491
Sydney,3.6,2025-05-29T13:58:33.463495
Sydney,6.0,2025-07-17T13:58:33.463498
Paris,32.2,2025-05-30T13:58:33.463501
Sydney,14.7,2025-01-24T13:58:33.463505
Sydney,31.7,2025-03-17T13:58:33.463508
London,1.0,2025-03-11T13:58:33.463512
London,21.5,2025-01-27T13:58:33.463515
Tokyo,9.4,2024-10-04T13:58:33.463518
Paris,7.2,2025-07-14T13:58:33.463522
Tokyo,29.5,2025-06-15T13:58:33.463525
Paris,7.3,2024-10-15T13:58:33.463529
Sydney,11.3,2024-08-26T13:58:33.463532
New York,-7.1,2024-12-23T13:58:33.463536
New York,16.9,2025-02-12T13:58:33.463539
Sydney,34.5,2025-04-04T13:58:33.463543
Sydney,23.0,2025-02-25T13:58:33.463546
London,19.2,2025-01-26T13:58:33.463549
Tokyo,18.8,2025-07-05T13:58:33.463553
Sydney,22.0,2025-06-01T13:58:33.463556
Sydney,-5.9,2024-11-08T13:58:33.463560
New York,3.4,2025-04-01T13:58:33.463563
New York,17.5,2024-09-17T13:58:33.463567
New York,2.0,2024-12-10T13:58:33.463570
Tokyo,26.4,2024-07-28T13:58:33.463574
London,21.1,2025-04-18T13:58:33.463577
London,11.2,2024-10-15T13:58:33.463581
Sydney,-4.0,2024-09-26T13:58:33.463584
Tokyo,33.5,2024-12-07T13:58:33.463587
Sydney,4.5,2025-03-24T13:58:33.463591
Sydney,3.3,2024-12-07T13:58:33.463594
Sydney,15.2,2024-07-28T13:58:33.463598
London,1.2,2024-11-04T13:58:33.463601
New York,32.2,2025-07-01T13:58:33.463605
Tokyo,-9.6,2025-05-31T13:58:33.463608
Paris,13.8,2024-10-23T13:58:33.463612
London,-6.4,2025-06-16T13:58:33.463615
Paris,-4.7,2024-08-12T13:58:33.463619
London,3.5,2024-12-12T13:58:33.463622
Paris,24.8,2024-11-13T13:58:33.463626
Tokyo,-3.7,2025-03-07T13:58:33.463629
New York,28.3,2024-11-18T13:58:33.463632
Sydney,-4.6,2024-09-07T13:58:33.463636
Sydney,11.3,2024-10-07T13:58:33.463639
Tokyo,0.8,2024-08-20T13:58:33.463643
Sydney,4.9,2025-03-05T13:58:33.463646
New York,-2.7,2024-10-23T13:58:33.463650
Paris,33.3,2024-09-07T13:58:33.463653
London,-4.9,2025-03-01T13:58:33.463657
New York,25.1,2024-12-16T13:58:33.463660
Sydney,24.7,2025-03-19T13:58:33.463664
London,9.4,2024-08-26T13:58:33.463667
New York,18.4,2025-03-29T13:58:33.463671
Tokyo,33.1,2024-12-14T13:58:33.463674
Paris,-3.0,2024-10-01T13:58:33.463678
Tokyo,8.5,2024-09-13T13:58:33.463681
Sydney,8.3,2025-04-20T13:58:33.463685
New York,-5.6,2025-06-07T13:58:33.463688
Sydney,32.3,2024-08-10T13:58:33.463692
London,33.9,2024-08-13T13:58:33.463695
Paris,19.9,2024-12-13T13:58:33.463699
Sydney,26.4,2025-07-17T13:58:33.463702
Sydney,12.1,2024-09-25T13:58:33.463706
Tokyo,-7.6,2025-06-02T13:58:33.463709
London,4.6,2024-10-24T13:58:33.463713
New York,4.5,2024-09-30T13:58:33.463716
New York,-3.6,2025-06-26T13:58:33.463720
Paris,7.3,2025-07-14T13:58:33.463723
Sydney,11.8,2025-05-21T13:58:33.463726
London,6.7,2024-09-09T13:58:33.463730
London,-6.4,2025-02-07T13:58:33.463733
London,23.1,2024-11-12T13:58:33.463737
Tokyo,6.9,2024-08-26T13:58:33.463740
New York,4.9,2024-10-28T13:58:33.463744
Paris,18.6,2024-11-21T13:58:33.463747
Tokyo,33.3,2024-09-04T13:58:33.463750
New York,6.2,2024-10-19T13:58:33.463754
Tokyo,6.5,2024-09-27T13:58:33.463757
Paris,21.8,2025-06-27T13:58:33.463761
London,-5.6,2024-08-16T13:58:33.463764
Sydney,8.5,2024-08-06T13:58:33.463768
Paris,13.3,2025-07-19T13:58:33.463771
Sydney,-2.9,2024-09-16T13:58:33.463775
Tokyo,26.7,2025-04-17T13:58:33.463778
London,11.9,2025-03-11T13:58:33.463782
Sydney,-3.5,2025-04-09T13:58:33.463785
Paris,12.0,2025-04-26T13:58:33.463789
Sydney,27.7,2024-12-28T13:58:33.463792
Tokyo,14.3,2024-08-16T13:58:33.463796
Tokyo,7.6,2025-01-10T13:58:33.463799
London,23.4,2025-02-23T13:58:33.463802
Sydney,-3.1,2025-06-27T13:58:33.463806
Sydney,29.7,2025-01-19T13:58:33.463809
New York,25.9,2025-05-30T13:58:33.463813
London,8.8,2024-10-16T13:58:33.463816
Paris,17.3,2024-09-20T13:58:33.463820
Tokyo,13.5,2025-05-13T13:58:33.463823
Tokyo,-10.0,2024-11-22T13:58:33.463827
Paris,-0.4,2025-05-26T13:58:33.463830
Sydney,25.1,2024-08-14T13:58:33.463834
London,-3.8,2025-02-23T13:58:33.463838
Sydney,17.4,2024-12-26T13:58:33.463841
Sydney,32.7,2025-03-29T13:58:33.463845
Sydney,31.8,2025-06-24T13:58:33.463848
London,-0.5,2025-02-22T13:58:33.463852
New York,2.0,2025-03-13T13:58:33.463856
Sydney,13.3,2024-08-29T13:58:33.463859
New York,-3.6,2024-11-13T13:58:33.463863
Paris,-5.4,2024-11-19T13:58:33.463866
Sydney,2.2,2024-12-04T13:58:33.463869
New York,26.1,2024-11-14T13:58:33.464178
New York,0.6,2025-06-28T13:58:33.464191
Paris,34.6,2024-10-11T13:58:33.464197
Tokyo,28.2,2024-10-16T13:58:33.464202
Paris,17.1,2025-01-07T13:58:33.464206
New York,-8.0,2025-06-18T13:58:33.464210
Paris,32.9,2024-08-21T13:58:33.464214
London,-4.5,2025-02-04T13:58:33.464217
London,23.4,2024-12-16T13:58:33.464221
Paris,10.6,2025-03-28T13:58:33.464225
London,32.1,2025-02-07T13:58:33.464228
Sydney,5.2,2024-07-27T13:58:33.464232
London,31.1,2024-11-04T13:58:33.464236
Sydney,-8.8,2024-08-10T13:58:33.464239
Paris,-4.1,2025-02-20T13:58:33.464243
New York,-3.2,2025-07-22T13:58:33.464246
Tokyo,24.9,2024-12-24T13:58:33.464250
London,-4.4,2025-01-31T13:58:33.464253
Sydney,23.3,2024-12-16T13:58:33.464257
Sydney,32.0,2025-05-19T13:58:33.464260
London,22.8,2024-12-22T13:58:33.464264
London,4.9,2024-10-20T13:58:33.464267
Sydney,15.5,2025-07-21T13:58:33.464271
New York,27.2,2024-11-22T13:58:33.464274
New York,-6.5,2025-07-21T13:58:33.464278
New York,22.5,2025-04-12T13:58:33.464281
London,10.8,2024-08-02T13:58:33.464285
Tokyo,26.3,2025-05-14T13:58:33.464289
Tokyo,3.8,2025-06-13T13:58:33.464292
New York,12.9,2024-08-23T13:58:33.464296
Paris,15.5,2024-12-02T13:58:33.464299
Paris,26.2,2024-08-15T13:58:33.464302
New York,-3.7,2025-06-15T13:58:33.464306
Sydney,25.0,2025-03-26T13:58:33.464310
New York,11.9,2025-04-05T13:58:33.464313
Sydney,-9.8,2025-02-22T13:58:33.464317
Sydney,13.3,2025-03-28T13:58:33.464320
Tokyo,16.7,2025-02-16T13:58:33.464324
London,-4.4,2024-12-27T13:58:33.464327
New York,21.8,2025-05-09T13:58:33.464330
Tokyo,12.0,2025-06-03T13:58:33.464334
New York,-1.3,2025-02-04T13:58:33.464337
London,0.3,2025-01-07T13:58:33.464341
Sydney,19.9,2024-08-26T13:58:33.464345
Sydney,-7.7,2025-03-27T13:58:33.464348
Paris,-9.8,2025-01-27T13:58:33.464352
Paris,7.9,2024-09-29T13:58:33.464355
Paris,11.8,2024-11-30T13:58:33.464359
New York,-9.7,2025-03-31T13:58:33.464362
London,19.9,2025-06-22T13:58:33.464366
Tokyo,-7.0,2025-04-28T13:58:33.464369
London,15.3,2025-03-16T13:58:33.464372
Paris,-1.9,2024-11-08T13:58:33.464376
Sydney,4.6,2025-03-27T13:58:33.464380
London,16.2,2024-12-16T13:58:33.464383
London,13.1,2025-04-20T13:58:33.464386
New York,26.5,2024-08-13T13:58:33.464390
Tokyo,18.3,2025-06-03T13:58:33.464394
Sydney,-5.9,2025-05-08T13:58:33.464397
New York,24.3,2025-06-29T13:58:33.464400
Tokyo,8.8,2024-10-04T13:58:33.464404
Tokyo,6.5,2024-08-21T13:58:33.464407
Tokyo,30.6,2024-09-28T13:58:33.464411
Tokyo,2.2,2024-12-31T13:58:33.464414
Paris,22.5,2025-03-14T13:58:33.464418
Tokyo,14.9,2025-05-21T13:58:33.464421
London,-4.2,2025-05-17T13:58:33.464425
Sydney,14.9,2025-02-20T13:58:33.464428
London,23.0,2025-01-22T13:58:33.464432
Paris,22.2,2025-07-10T13:58:33.464435
Paris,8.6,2025-07-19T13:58:33.464438
Paris,-9.7,2024-07-31T13:58:33.464442
Tokyo,-9.2,2025-06-23T13:58:33.464445
Tokyo,1.3,2025-03-14T13:58:33.464449
Paris,16.3,2025-04-04T13:58:33.464452
New York,3.1,2025-01-22T13:58:33.464455
New York,24.9,2024-11-18T13:58:33.464459
London,9.6,2024-11-13T13:58:33.464463
Sydney,8.8,2025-02-20T13:58:33.464466
Sydney,4.9,2025-03-06T13:58:33.464470
London,25.1,2025-07-03T13:58:33.464473
Sydney,24.0,2025-03-31T13:58:33.464476
Paris,31.2,2024-10-29T13:58:33.464479
Tokyo,20.2,2025-06-17T13:58:33.464483
Sydney,17.6,2025-03-09T13:58:33.464486
Tokyo,19.3,2025-04-06T13:58:33.464490
Paris,17.2,2025-06-16T13:58:33.464493
Tokyo,29.3,2025-07-16T13:58:33.464497
Sydney,10.8,2024-11-06T13:58:33.464500
Tokyo,7.0,2025-07-08T13:58:33.464504
Tokyo,-3.5,2024-08-27T13:58:33.464507
Tokyo,18.0,2024-09-18T13:58:33.464511
Paris,8.8,2024-08-07T13:58:33.464514
New York,-9.5,2024-11-25T13:58:33.464518
Sydney,16.9,2025-04-11T13:58:33.464521
Sydney,18.4,2024-09-25T13:58:33.464525
Tokyo,13.9,2024-09-04T13:58:33.464528
London,27.9,2025-01-29T13:58:33.464532
Sydney,5.9,2025-07-12T13:58:33.464535
Sydney,-8.3,2024-11-22T13:58:33.464539
New York,31.2,2024-11-03T13:58:33.464542
London,25.4,2025-05-14T13:58:33.464546
Sydney,29.8,2025-04-28T13:58:33.464549
London,34.6,2025-06-14T13:58:33.464553
Tokyo,25.4,2025-01-03T13:58:33.464556
Tokyo,34.1,2024-12-14T13:58:33.464559
Sydney,13.2,2024-11-20T13:58:33.464563
New York,-5.6,2024-12-28T13:58:33.464566
London,32.6,2025-03-20T13:58:33.464570
London,24.7,2024-09-18T13:58:33.464573
Paris,-2.6,2025-01-13T13:58:33.464577
Tokyo,16.6,2025-04-19T13:58:33.464580
Tokyo,9.1,2024-11-14T13:58:33.464584
Tokyo,-5.6,2024-12-06T13:58:33.464587
Tokyo,22.3,2025-03-28T13:58:33.464590
Sydney,5.5,2025-04-24T13:58:33.464594
London,19.3,2025-07-24T13:58:33.464597
Tokyo,24.0,2025-02-16T13:58:33.464601
Tokyo,30.7,2025-01-20T13:58:33.464604
Sydney,-3.9,2025-04-26T13:58:33.464608
Tokyo,31.8,2024-09-17T13:58:33.464611
New York,24.7,2024-08-19T13:58:33.464615
Sydney,23.6,2024-10-08T13:58:33.464618
Paris,-6.3,2024-08-07T13:58:33.464622
Sydney,19.1,2025-02-19T13:58:33.464626
Tokyo,3.7,2024-12-17T13:58:33.464629
London,28.5,2024-09-27T13:58:33.464632
Sydney,30.4,2025-02-15T13:58:33.464636
Tokyo,21.9,2025-04-01T13:58:33.464639
Tokyo,33.2,2024-11-26T13:58:33.464643
New York,-1.5,2024-12-27T13:58:33.464646
Sydney,27.8,2024-10-05T13:58:33.464650
Sydney,-6.8,2025-01-12T13:58:33.464653
Sydney,33.8,2025-05-11T13:58:33.464657
Tokyo,-0.1,2025-01-22T13:58:33.464660
London,-6.4,2024-09-07T13:58:33.464664
London,-0.5,2025-06-23T13:58:33.464667
London,2.5,2024-09-15T13:58:33.464671
Tokyo,-4.2,2024-12-19T13:58:33.464675
Sydney,26.5,2024-12-26T13:58:33.464678
London,23.9,2024-10-22T13:58:33.464682
Sydney,33.5,2025-04-16T13:58:33.464685
Sydney,-7.1,2025-07-17T13:58:33.464688
Tokyo,3.8,2024-10-17T13:58:33.464692
Tokyo,20.6,2025-06-22T13:58:33.464695
London,-2.5,2024-12-16T13:58:33.464699
New York,31.1,2024-10-09T13:58:33.464702
Sydney,-7.6,2025-07-02T13:58:33.464706
Tokyo,-0.4,2024-08-08T13:58:33.464709
Paris,32.9,2025-05-24T13:58:33.464713
New York,7.7,2025-01-14T13:58:33.464716
Tokyo,-7.7,2024-08-26T13:58:33.464720
Paris,14.1,2024-10-06T13:58:33.464723
London,-5.6,2024-09-09T13:58:33.464727
New York,20.6,2024-08-11T13:58:33.464730
Sydney,-6.0,2024-11-29T13:58:33.464734
Sydney,-1.9,2024-10-25T13:58:33.464737
Tokyo,29.3,2025-07-09T13:58:33.464741
London,18.7,2025-03-27T13:58:33.464744
Sydney,-2.0,2025-04-30T13:58:33.464748
Sydney,14.6,2025-06-05T13:58:33.464751
Paris,25.6,2025-03-31T13:58:33.464754
Sydney,-6.1,2025-02-10T13:58:33.464758
London,-4.9,2025-02-26T13:58:33.464761
New York,26.0,2025-05-31T13:58:33.464765
London,30.7,2025-01-08T13:58:33.464768
New York,-0.4,2024-08-12T13:58:33.464772
New York,3.7,2024-12-13T13:58:33.464775
London,19.1,2025-02-08T13:58:33.464779
New York,3.3,2024-08-05T13:58:33.464782
Paris,-7.9,2024-12-07T13:58:33.464786
Tokyo,15.0,2024-08-05T13:58:33.464789
New York,3.7,2025-06-03T13:58:33.464792
Tokyo,7.1,2025-03-07T13:58:33.464796
New York,29.0,2024-08-21T13:58:33.464799
New York,17.4,2025-04-27T13:58:33.464803
London,-5.9,2024-10-16T13:58:33.464806
Tokyo,12.0,2025-06-27T13:58:33.464810
Paris,11.5,2024-08-06T13:58:33.464813
Tokyo,13.7,2024-11-13T13:58:33.464817
Tokyo,34.5,2024-10-02T13:58:33.464820
Sydney,27.0,2025-01-24T13:58:33.464823
Sydney,29.8,2025-01-04T13:58:33.464827
Tokyo,13.9,2025-01-26T13:58:33.464830
Sydney,16.7,2025-03-23T13:58:33.464834
Paris,-6.4,2024-09-03T13:58:33.464837
Sydney,-4.3,2025-07-24T13:58:33.464840
London,20.9,2025-02-13T13:58:33.464844
Sydney,3.7,2024-08-22T13:58:33.464847
Sydney,-0.2,2024-12-07T13:58:33.464851
New York,20.7,2024-11-08T13:58:33.464854
Tokyo,1.1,2025-02-10T13:58:33.464858
Tokyo,12.4,2025-06-06T13:58:33.464861
New York,27.1,2025-06-11T13:58:33.464865
Paris,-6.0,2025-06-04T13:58:33.464868
Sydney,26.7,2024-10-16T13:58:33.464871
New York,14.5,2024-12-04T13:58:33.464875
New York,31.0,2024-10-19T13:58:33.464878
Paris,-4.1,2024-09-18T13:58:33.464882
London,21.9,2024-11-09T13:58:33.464885
New York,21.4,2024-12-08T13:58:33.464889
London,24.7,2025-06-10T13:58:33.464892
Paris,7.9,2025-01-06T13:58:33.464896
Tokyo,5.7,2025-04-16T13:58:33.464899
London,18.5,2024-12-31T13:58:33.464903
London,1.6,2025-03-31T13:58:33.464906
London,-9.1,2024-08-13T13:58:33.465199
Tokyo,19.9,2024-09-23T13:58:33.465211
London,17.5,2024-08-27T13:58:33.465217
Paris,-5.8,2024-11-13T13:58:33.465222
Tokyo,31.9,2025-01-24T13:58:33.465226
New York,33.6,2025-04-15T13:58:33.465230
London,-4.2,2025-07-06T13:58:33.465234
New York,32.6,2024-11-20T13:58:33.465238
Tokyo,-8.1,2025-06-27T13:58:33.465241
London,3.7,2025-02-17T13:58:33.465245
London,23.1,2025-04-12T13:58:33.465249
Tokyo,4.5,2024-11-18T13:58:33.465252
New York,23.6,2024-12-31T13:58:33.465256
New York,9.2,2024-12-23T13:58:33.465260
Sydney,-4.5,2024-10-26T13:58:33.465263
London,6.4,2025-01-20T13:58:33.465267
New York,33.0,2024-12-10T13:58:33.465271
Paris,-8.6,2024-12-31T13:58:33.465274
Tokyo,-0.8,2025-01-08T13:58:33.465278
London,27.0,2025-01-14T13:58:33.465281
Tokyo,-1.6,2024-09-20T13:58:33.465285
Tokyo,26.9,2025-06-09T13:58:33.465288
New York,5.8,2024-10-31T13:58:33.465292
Sydney,-9.3,2024-08-30T13:58:33.465296
Paris,25.7,2025-07-03T13:58:33.465299
Paris,14.5,2025-02-27T13:58:33.465303
Tokyo,-3.2,2025-03-15T13:58:33.465307
Tokyo,1.9,2024-12-09T13:58:33.465310
Paris,-5.1,2024-12-22T13:58:33.465314
Sydney,14.6,2025-04-28T13:58:33.465317
Sydney,24.1,2024-12-26T13:58:33.465321
New York,26.1,2024-08-12T13:58:33.465324
Paris,17.9,2025-04-18T13:58:33.465328
New York,5.2,2025-06-25T13:58:33.465331
Tokyo,32.5,2025-03-20T13:58:33.465335
Sydney,16.3,2025-03-18T13:58:33.465338
London,-8.2,2025-02-26T13:58:33.465342
Paris,12.2,2024-12-08T13:58:33.465346
Tokyo,-2.5,2025-01-05T13:58:33.465350
Paris,0.2,2024-09-04T13:58:33.465353
Paris,32.8,2024-12-13T13:58:33.465357
London,32.6,2024-10-30T13:58:33.465361
Paris,21.8,2025-03-04T13:58:33.465364
London,33.3,2025-05-22T13:58:33.465368
New York,27.4,2024-09-20T13:58:33.465371
New York,30.5,2025-04-22T13:58:33.465375
London,23.9,2025-04-03T13:58:33.465378
Tokyo,1.4,2024-09-08T13:58:33.465382
Paris,25.1,2024-08-05T13:58:33.465386
Tokyo,2.6,2025-01-30T13:58:33.465389
London,7.0,2025-06-16T13:58:33.465393
New York,6.7,2025-01-26T13:58:33.465396
London,33.3,2025-01-08T13:58:33.465400
Sydney,26.8,2024-10-24T13:58:33.465403
London,31.3,2024-12-23T13:58:33.465407
Tokyo,26.0,2024-12-11T13:58:33.465410
London,11.3,2025-02-14T13:58:33.465414
Sydney,1.0,2025-03-28T13:58:33.465417
London,19.4,2024-12-01T13:58:33.465421
Sydney,-9.3,2024-08-27T13:58:33.465424
Paris,-0.4,2025-01-01T13:58:33.465428
New York,15.4,2025-03-22T13:58:33.465431
Paris,7.5,2025-01-28T13:58:33.465434
New York,5.9,2025-07-03T13:58:33.465438
London,-0.4,2024-12-31T13:58:33.465442
Tokyo,-1.7,2024-08-07T13:58:33.465445
London,27.3,2025-04-21T13:58:33.465449
New York,-4.0,2025-01-26T13:58:33.465453
New York,9.6,2024-09-28T13:58:33.465456
Tokyo,-9.6,2024-09-01T13:58:33.465460
Paris,32.6,2025-04-25T13:58:33.465463
Sydney,30.9,2024-11-25T13:58:33.465467
New York,32.3,2024-10-17T13:58:33.465470
New York,15.4,2024-09-04T13:58:33.465474
Tokyo,11.8,2025-01-15T13:58:33.465477
London,21.2,2024-08-08T13:58:33.465481
Paris,4.6,2025-03-14T13:58:33.465484
London,2.3,2025-02-07T13:58:33.465488
London,15.3,2025-03-14T13:58:33.465492
New York,8.4,2025-03-20T13:58:33.465495
Paris,30.0,2025-04-02T13:58:33.465499
New York,-9.3,2025-05-29T13:58:33.465502
New York,33.1,2025-01-22T13:58:33.465505
Sydney,33.9,2024-11-22T13:58:33.465509
Paris,11.7,2025-04-22T13:58:33.465512
Sydney,21.3,2024-08-06T13:58:33.465516
New York,-9.2,2024-08-25T13:58:33.465519
Paris,-7.2,2024-11-17T13:58:33.465523
Tokyo,14.1,2025-03-01T13:58:33.465526
Paris,14.1,2024-08-20T13:58:33.465530
Sydney,14.7,2025-03-22T13:58:33.465533
Tokyo,14.3,2024-12-14T13:58:33.465537
Tokyo,19.6,2024-07-30T13:58:33.465540
Paris,3.1,2025-07-15T13:58:33.465544
New York,11.9,2025-07-15T13:58:33.465547
Sydney,17.6,2024-09-24T13:58:33.465551
New York,15.0,2025-03-26T13:58:33.465554
Tokyo,-6.9,2025-03-29T13:58:33.465558
Tokyo,32.8,2025-04-05T13:58:33.465561
Paris,-5.6,2024-10-04T13:58:33.465565
London,24.0,2025-04-27T13:58:33.465568
London,28.2,2024-10-30T13:58:33.465572
London,1.4,2025-03-31T13:58:33.465575
Tokyo,7.2,2025-02-18T13:58:33.465579
London,16.0,2024-11-22T13:58:33.465582
London,17.8,2024-10-15T13:58:33.465586
London,-2.0,2024-12-10T13:58:33.465589
Tokyo,23.4,2024-08-26T13:58:33.465592
London,31.0,2025-04-17T13:58:33.465596
Tokyo,1.4,2024-12-19T13:58:33.465599
Paris,-6.1,2025-03-01T13:58:33.465603
New York,32.9,2025-03-13T13:58:33.465606
Paris,14.2,2024-09-06T13:58:33.465610
Sydney,13.3,2025-01-11T13:58:33.465613
New York,15.9,2025-05-29T13:58:33.465617
Tokyo,0.0,2025-04-15T13:58:33.465620
Tokyo,6.1,2025-07-21T13:58:33.465624
Tokyo,23.0,2025-03-13T13:58:33.465627
Paris,-3.4,2025-04-26T13:58:33.465630
London,16.3,2025-05-16T13:58:33.465634
Sydney,30.6,2024-08-26T13:58:33.465637
New York,21.3,2024-08-18T13:58:33.465641
Tokyo,32.5,2025-05-11T13:58:33.465644
New York,34.8,2025-02-03T13:58:33.465648
London,-7.7,2024-10-24T13:58:33.465651
Paris,26.8,2024-08-21T13:58:33.465654
London,19.6,2024-12-10T13:58:33.465658
Paris,6.4,2025-03-22T13:58:33.465661
Sydney,21.6,2024-12-02T13:58:33.465665
Tokyo,26.7,2025-07-22T13:58:33.465668
New York,14.1,2025-04-16T13:58:33.465672
New York,12.7,2024-11-02T13:58:33.465675
Paris,1.8,2024-11-02T13:58:33.465679
New York,-0.7,2025-02-28T13:58:33.465682
London,0.4,2025-05-01T13:58:33.465686
New York,4.1,2025-04-23T13:58:33.465689
Paris,29.0,2025-05-22T13:58:33.465693
New York,6.1,2024-09-03T13:58:33.465697
Tokyo,27.0,2025-06-20T13:58:33.465700
Sydney,3.9,2025-03-30T13:58:33.465703
Tokyo,10.1,2024-09-22T13:58:33.465707
Sydney,16.8,2025-06-20T13:58:33.465710
Paris,-9.4,2025-05-11T13:58:33.465714
Sydney,4.8,2024-09-04T13:58:33.465717
Paris,3.2,2025-07-05T13:58:33.465720
Sydney,23.7,2025-03-28T13:58:33.465724
Sydney,15.8,2025-03-08T13:58:33.465727
Sydney,14.0,2025-01-09T13:58:33.465731
Sydney,4.6,2025-05-18T13:58:33.465734
Sydney,0.7,2025-03-28T13:58:33.465738
Sydney,8.6,2025-02-13T13:58:33.465741
London,4.0,2025-03-22T13:58:33.465745
Paris,9.5,2025-03-12T13:58:33.465748
Paris,35.0,2024-11-13T13:58:33.465751
New York,2.8,2024-09-13T13:58:33.465755
Paris,0.5,2024-12-24T13:58:33.465758
Sydney,9.0,2024-12-27T13:58:33.465762
Tokyo,-0.1,2025-02-23T13:58:33.465765
London,26.6,2024-11-28T13:58:33.465769
Sydney,19.3,2024-12-02T13:58:33.465772
Tokyo,-1.1,2025-01-15T13:58:33.465776
Tokyo,12.5,2025-01-25T13:58:33.465779
Sydney,-4.3,2025-07-07T13:58:33.465783
Tokyo,-6.9,2024-09-03T13:58:33.465787
Sydney,26.7,2025-02-03T13:58:33.465790
Sydney,1.6,2024-07-26T13:58:33.465794
Tokyo,33.8,2024-11-10T13:58:33.465797
Sydney,7.1,2025-05-02T13:58:33.465801
Sydney,10.8,2025-02-19T13:58:33.465804
London,26.0,2024-08-09T13:58:33.465808
Paris,12.9,2025-02-08T13:58:33.465811
Tokyo,4.1,2024-11-20T13:58:33.465815
New York,17.6,2025-06-14T13:58:33.465818
Paris,22.8,2024-09-29T13:58:33.465822
London,18.5,2024-08-02T13:58:33.465825
New York,30.9,2025-03-28T13:58:33.465829
New York,22.0,2025-03-25T13:58:33.465832
New York,-7.4,2024-07-29T13:58:33.465836
London,15.6,2025-01-31T13:58:33.465839
Sydney,34.6,2024-09-30T13:58:33.465842
Paris,-3.5,2025-06-25T13:58:33.465846
Tokyo,16.2,2025-04-24T13:58:33.465849
New York,25.9,2024-10-04T13:58:33.465853
Tokyo,-8.3,2025-03-26T13:58:33.465856
New York,-0.5,2025-02-16T13:58:33.465860
Sydney,13.1,2025-06-28T13:58:33.465863
Paris,32.5,2024-11-08T13:58:33.465867
New York,24.8,2024-08-15T13:58:33.465870
London,28.6,2024-11-08T13:58:33.465874
Tokyo,34.3,2024-11-26T13:58:33.465877
Sydney,2.0,2024-08-14T13:58:33.465881
London,29.2,2025-03-23T13:58:33.465884
Sydney,34.8,2024-09-26T13:58:33.465887
London,33.1,2024-09-20T13:58:33.465891
Paris,11.0,2025-01-26T13:58:33.465894
Sydney,16.6,2025-02-11T13:58:33.465897
Tokyo,8.2,2024-11-14T13:58:33.465901
Sydney,1.3,2025-03-16T13:58:33.465904
New York,2.9,2024-09-08T13:58:33.465908
Sydney,31.7,2025-01-24T13:58:33.465911
Paris,-8.5,2024-08-26T13:58:33.465914
Tokyo,22.6,2025-05-03T13:58:33.465918
Paris,21.7,2025-04-08T13:58:33.465922
Sydney,12.8,2025-04-18T13:58:33.465925
Paris,-9.4,2025-07-05T13:58:33.465929
New York,16.8,2025-05-09T13:58:33.465932
London,12.0,2025-03-18T13:58:33.466219
New York,-5.5,2025-03-24T13:58:33.466232
Tokyo,14.0,2024-07-28T13:58:33.466238
